track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,streams
2Mo4pOpCYXOu33856sMQLh,Make It With You,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,3cHbJm4cKnGephP4UYxIEv,209782,2019-12-13,65,0.558,0.458,4.0,-10.711,1.0,0.0485,0.7,2.11e-05,0.186,0.342,86.877,80748478.0
34ob61cxp34Sf7KHK6RnSU,Sa Susunod Na Lang,0iqkVK6sTXi7DZWWOeKy8Q,PDL,79UXZq6nXVVBpZgWWxb9Gq,214606,2018-09-26,64,0.595,0.57,5.0,-6.232,0.0,0.12,0.104,0.0,0.0899,0.721,84.929,78727137.0
5f9808hpiCpuNyqqdXmpF2,Buwan,0a4r2EnsevvHCukoJ1xFwJ,juan karlos,2CF1utwLM2yXHMZhwFGVY1,343446,2018-06-22,63,0.631,0.381,7.0,-11.808,1.0,0.04,0.447,0.000171,0.0902,0.36,126.008,77402753.0
4JSDhJVmo2UqdF7nxbyenn,Kung Wala Ka,6Ww3OMFzCaO33ulKh1LBFN,Hale,4iaCi771IT9I2xwtnXnjlx,242800,2004,65,0.5,0.339,7.0,-7.301,1.0,0.0263,0.71,0.00222,0.108,0.152,136.427,75190597.0
1dcNEEtODRVZEevQ20Cgmy,Nangangamba,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,4kHntHygZZcKMRXGE2k1Fw,210354,2020-08-07,70,0.62,0.547,1.0,-6.772,1.0,0.0248,0.112,0.0,0.19,0.208,98.032,74429069.0
0HZ3OUVrGHxttD2EuHqRm3,The Day You Said Goodnight,6Ww3OMFzCaO33ulKh1LBFN,Hale,472GgeFZaCdRLcL3cT0IAn,291357,2005,70,0.558,0.553,4.0,-6.669,1.0,0.0323,0.492,0.0,0.116,0.251,134.263,71747267.0
4rG3h1QwgjSSWz8EIjCFrm,Araw-Araw,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,7xCcuTA3abKwxj8HwgxP7R,313951,2019-05-12,69,0.475,0.424,11.0,-8.39,1.0,0.0295,0.582,0.0,0.234,0.224,140.903,68808102.0
0ztDBQdQmdVZvorSmIjMih,Tagpuan,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,05rQadwAVYTpNNnBoeTuj0,260240,2018-02-19,61,0.566,0.121,8.0,-8.206,1.0,0.0345,0.862,0.0,0.0788,0.293,135.268,68794127.0
24ngpWhBOxKJtIPnzSNX8c,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),4qFxP3qN9GsnZDOkAE6x2m,December Avenue,3CN06MwHmNd9UWGu424J42,343017,2019-04-07,67,0.465,0.592,4.0,-4.905,1.0,0.0293,0.0208,1.51e-06,0.0929,0.117,139.867,68338372.0
63bmIgH9sS6sX5Sc7MetGq,Habang Buhay,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,7IW9irtFutjRET02MjOjdW,244067,2021-10-15,69,0.62,0.668,9.0,-5.719,1.0,0.0305,0.088,0.0,0.362,0.183,118.013,67927883.0
3PgjBOoA5OytNGkglObpOd,Sa Susunod na Habang Buhay,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,0U3q2NgWn97Fsns6dg7CzD,288189,2020-02-28,72,0.311,0.342,2.0,-8.889,1.0,0.032,0.432,1.93e-06,0.114,0.274,177.158,67455639.0
0gDRtumoR9ZrvAlnniToMz,Ikaw At Ako,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,397zfeJ75BlnjfUEkgtwlG,269876,2019-01-14,63,0.445,0.355,4.0,-7.351,1.0,0.0289,0.887,0.00179,0.322,0.366,135.525,67298141.0
5nMKJJ5Rl6X1yn58aVeICO,Bulong,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,6anqXAk4NZxdkUwvpfUqsB,270233,2018-04-08,64,0.5,0.728,9.0,-5.472,0.0,0.0313,0.0319,0.0,0.0782,0.351,134.877,66849336.0
08MFgEQeVLF37EyZ7jcwLc,Pano,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,1HJ34zQqSqNvZeO2W6dE01,254400,2021-12-06,75,0.375,0.457,3.0,-7.018,1.0,0.0315,0.868,0.0145,0.191,0.415,174.839,65074876.0
135ggzbjOogZ75IQ0LQi8r,Ang Huling El Bimbo,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,6JbcJM51TZIX8nkjns3M4U,447333,1995-12-21,61,0.524,0.503,6.0,-11.79,1.0,0.0245,0.184,0.0,0.264,0.436,89.497,62978945.0
6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,1YlibpAvhJBbMZMBwN1KGv,The Juans,2m8pNsbpAvJYe7rbRpkhFF,303937,2018-10-26,7,0.283,0.281,11.0,-11.414,1.0,0.035,0.437,0.00114,0.102,0.127,79.919,60956708.0
6C2nrsOlb3jOUGcJAmPrTA,Tell Me Where It Hurts,5elcNQkZ6FCZA3grSOMngY,MYMP,6bfrwiC19nEjAwGN98un6f,253013,2005-03-10,0,0.726,0.542,7.0,-7.952,1.0,0.042,0.702,0.0,0.0962,0.396,89.583,59086872.0
0YyM8aEdbjGfLWPn6fdcn7,Pasensya Ka Na,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,38jqi8VvSax4miNL2cacD1,241029,2015-04-08,1,0.696,0.262,11.0,-15.073,1.0,0.031,0.519,0.0,0.0669,0.265,84.007,58243354.0
1pi3VCMlGVaXvrjlVOkBPN,KLWKN,52gTrzyF0DyfkFl1DQz9Oq,Music Hero,1TmGJJPRkYoxPEAo0xFnQV,256572,2019-01-31,64,0.493,0.394,2.0,-6.997,1.0,0.0366,0.575,0.0,0.267,0.375,152.03,57681655.0
6M21eWbEw74XDdoQsNIinq,Malaya (Camp Sawi Original Motion Picture Soundtrack),0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,52xu8EP3ABmpNk0LUzF3ih,254249,2017-09-18,56,0.374,0.125,7.0,-14.847,1.0,0.0383,0.852,4.66e-06,0.321,0.108,114.694,57141150.0
3ueq4reab02CypseErxvwS,Rainbow,6ZgBJRjJsK1iOJGKGZxEUv,South Border,0LEOxu8WvRqGmZ5I9KCnTo,345155,2005,65,0.428,0.346,5.0,-7.092,1.0,0.0324,0.428,0.0,0.101,0.4,87.185,56634052.0
34YfLWuoxLEcvJQNxdI9P2,Pagsamo,7uDdl5V5AETSFY7K3muu22,Arthur Nery,2a4tsCtI450vuuBKJ3nSP2,297001,2021-10-01,14,0.644,0.315,6.0,-9.382,1.0,0.0339,0.706,0.00162,0.0962,0.356,60.001,53551246.0
6IdEQ3HUseBeRUYFSzSMdL,Zebbiana,117XFtbZPnCI1EYKjYZWJc,Skusta Clee,4AaygWd1ZnCzZ4ak9EM23s,304664,2019-07-26,60,0.677,0.433,8.0,-8.518,1.0,0.037,0.545,0.0,0.105,0.498,134.006,52089586.0
6LJ1p1h5EcMK4VPeCLDSoF,Nadarang,6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,7MCYCgE6fQHYkhj29FHRcY,232960,2017-12-08,66,0.839,0.535,1.0,-6.969,1.0,0.0799,0.609,0.0,0.115,0.693,118.008,51847743.0
7sW3f7PqDV7BQ7qqeVBJIA,Migraine,2kZThDGZcHl4klYYFk0v8n,Moonstar88,0rw3b1VJPAMs9zq4ncP43K,267560,2008-04-10,58,0.662,0.546,2.0,-5.868,1.0,0.0288,0.204,2.82e-06,0.12,0.196,115.053,51538095.0
1NUw61RX4Wtmxw7CLiP4kP,Paubaya,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,0jIt32srcZv1X5ToMG3f8E,282490,2020-10-31,59,0.373,0.245,5.0,-12.45,1.0,0.0354,0.766,0.000365,0.0768,0.174,127.067,49855409.0
2tzAN1L07SNwnOdgOEeuQr,Pauwi Nako,0iqkVK6sTXi7DZWWOeKy8Q,PDL,33qqYIFSFSVYO3wCkc1Ksh,341573,2018-07-28,62,0.657,0.746,1.0,-6.277,1.0,0.0464,0.0175,0.0,0.107,0.467,136.887,49626325.0
63qA4ydokzNOFpsaNlsYsC,Higa,7uDdl5V5AETSFY7K3muu22,Arthur Nery,3H8htbv4nP3HIjpOCbxm67,245760,2019-10-25,8,0.657,0.337,9.0,-10.546,1.0,0.0433,0.45,0.0,0.106,0.183,125.057,49597780.0
2IMODbij0lZ5CuAjZi0IDE,Sila,0jKQrxK2zHqxyOAyIMrUQt,SUD,0qwujayb77utSpftsXjdP3,326000,2015-07-31,58,0.635,0.376,9.0,-6.1,1.0,0.0457,0.0104,0.0,0.109,0.28,124.57,49377992.0
55RMhrPQYA6vLu5YMgXxFD,Binibini,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,7IW9irtFutjRET02MjOjdW,221538,2021-10-15,65,0.642,0.374,5.0,-10.606,1.0,0.032,0.423,1.54e-06,0.435,0.0979,129.863,48845117.0
6xQs6y6CpDqK9VKCktApEL,Hiling,2JEIN1g27pZdm3hKB9EwE5,Mark Carpio,6E5TwOXhw6KyhX4P0p9vdK,235009,2015-01-15,57,0.58,0.244,4.0,-9.917,1.0,0.0361,0.808,0.0,0.092,0.385,82.121,48532137.0
47UUjZbqZjcrzELnFBB1Ht,Teka Lang,3FwNjtXQCdxpDOXmgJQGnG,Emman,0rceew9Oyt5S1NCUaou2Zm,196582,2020-03-25,2,0.586,0.169,2.0,-15.515,1.0,0.0324,0.76,0.0,0.0909,0.197,87.003,47526923.0
5UhpceEr5XmbVwyoIUIRnh,Hanggang Kailan - Umuwi Ka Na Baby,1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,0S0yaR1MiuHfyAZPAtChVc,261866,2005-03-24,65,0.556,0.674,0.0,-5.563,1.0,0.0296,0.116,2.19e-06,0.226,0.399,146.433,46539375.0
1x8pFCRfBnDqckyB6mlZci,Titig,7dxr6AabRWhsfYRyVJlErK,MC Einstein,4tk561oaKN5jhKhu8XuP1W,259114,2019-12-15,63,0.797,0.447,8.0,-8.452,1.0,0.28,0.146,0.0,0.0877,0.645,79.003,46092699.0
5NXdUJ3Z2jhlp2u1cj6f7m,Balang Araw - Single Version,7tKpXx21KVUOR6vvDs6xtg,I Belong to the Zoo,6HPFW4F5tgbVGfFatG5CUw,288207,2018-10-23,62,0.523,0.391,7.0,-9.283,1.0,0.0298,0.395,0.0,0.142,0.354,139.905,44989282.0
58grXgbCj7t5ulr0TGLIr9,Kahit Ayaw Mo Na,5HIZU0JzM0AgfItVOm4E08,This Band,2sGiNJNhNMJbn56l0BE0R0,243015,2018-11-02,6,0.662,0.529,2.0,-8.539,1.0,0.0351,0.341,0.000208,0.105,0.424,127.584,44697370.0
2v5VIWMjZxeiG52KckiXxS,Ikaw Lamang,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,08SEZDvRXrrNs1C2y73MLi,306466,2007,68,0.394,0.623,9.0,-5.029,1.0,0.0384,0.573,0.0,0.0937,0.316,115.003,44157290.0
2X5AFygz5SDYlXagyPw8kX,Binibini,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,0oJLtle44OSumLZj1WDEf0,221538,2021-03-26,67,0.642,0.374,5.0,-10.606,1.0,0.032,0.423,1.54e-06,0.435,0.0979,129.863,44075782.0
06cUybZMETs4i3yQO1f7p3,Weak,30DIeQNV9s1HEXyuCpGF4l,Khel Pangilinan,5ZxNoCcUNppsFWVkMkEoed,211200,2018-08-28,61,0.71,0.373,5.0,-10.611,0.0,0.0618,0.179,0.0,0.156,0.141,127.064,43880733.0
6XmskR1cMfgys1W7dExmgi,With a Smile (feat. Kelly Badon),6ZgBJRjJsK1iOJGKGZxEUv,South Border,7tfDmiKEApFiZmT5MzIN1o,264413,2005-11-15,59,0.523,0.534,6.0,-8.942,1.0,0.0296,0.479,3.01e-05,0.111,0.508,75.988,43845704.0
1MkiRsYBkXbXvdiYvTTiQT,Someday,2tQbSWgZLIB8MXMnsXVRro,Nina,1yx0lKqG8Z1J3IOxx4gbzs,214773,2006-08-23,62,0.556,0.212,6.0,-11.197,1.0,0.0406,0.941,0.0,0.0982,0.514,133.392,43492423.0
2aw9gph33z3qCtAD6pmTPx,Lagi,117XFtbZPnCI1EYKjYZWJc,Skusta Clee,5hGBqZJVQVvxGQSA4WfEeV,214500,2021-06-21,64,0.595,0.34,5.0,-7.713,1.0,0.0279,0.895,0.0,0.112,0.448,94.989,42274962.0
0WZqHCoOBXqgCCIsUZLC2a,Pagsamo,7uDdl5V5AETSFY7K3muu22,Arthur Nery,668hRB0T4LU6a7HVspAMKy,297001,2021-10-01,76,0.644,0.315,6.0,-9.382,1.0,0.0339,0.706,0.00162,0.0962,0.356,60.001,40615346.0
3vGkyQlCw8LklNip0ZUELC,Nobela,70ljCILl0aVXitf3K39YvT,Join The Club,7kzETZloUVbyQLuqDnLPVV,291506,2016-04-01,64,0.358,0.548,8.0,-5.998,1.0,0.027,0.36,0.0,0.173,0.518,163.434,40122500.0
2RgD3eO4IIGF16rR8Ch8OV,Hindi Na Nga,5HIZU0JzM0AgfItVOm4E08,This Band,1NbGA8Cinz1V3OmYKzq7eR,282442,2018-09-14,6,0.396,0.413,7.0,-11.566,1.0,0.0334,0.0877,2.95e-05,0.124,0.108,136.818,39146477.0
5zMR44ZH4KVZj4FlhTj3SE,Magbalik,4HOEnLufwAqJ2qoJPVnL01,Callalily,3tIU2WCVDgPwnG4MraWwQ6,325590,2006-07-17,64,0.404,0.556,4.0,-8.329,1.0,0.0326,0.359,4.93e-06,0.0964,0.34,159.256,39109516.0
0HAG6nIiEKd75yGpovuSJQ,Isa lang,7uDdl5V5AETSFY7K3muu22,Arthur Nery,09S77IK5S0vxVF0DfwSohF,269256,2021-12-17,77,0.429,0.464,6.0,-8.445,0.0,0.0719,0.783,0.0,0.0846,0.375,121.17,38294554.0
6BxJLJw228OY5BFerPGl7z,Dahan,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,5ZMRUtgLCoeyhrDdRhSXij,297500,2019-02-14,59,0.516,0.529,10.0,-6.596,1.0,0.0257,0.318,0.0,0.198,0.295,129.973,38279895.0
7bUvgvAf0tdQIty95lV5wf,Dance With You,117XFtbZPnCI1EYKjYZWJc,Skusta Clee,3SIGbTYOaRM0UHA64nUtgE,244321,2020-11-19,61,0.771,0.629,8.0,-7.1,1.0,0.0833,0.0375,0.0,0.108,0.552,116.0,38016689.0
0zFYa7NIpKhmom8zrZx7Ga,Why Can't It Be,0xNog7ZdcTq9sJFiIXJJTH,Kaye Cal,77ZkVwowfs27AEXl6GHiET,248760,2017-03-17,53,0.563,0.314,3.0,-9.241,1.0,0.0312,0.612,1.14e-05,0.124,0.272,127.791,37741817.0
4iRRAvxPPWXQp3mV1rAbPF,Unang Sayaw,5GVk1KCKa1tdHRev4bMw7V,NOBITA,05VgPoz2XrqlgnnOYBaPsk,278008,2021-08-18,72,0.5,0.397,9.0,-11.653,1.0,0.0557,0.412,0.0,0.126,0.375,180.045,37710860.0
6GIzDc4xBUeYHwubWwTrhC,Kahit Di Mo Alam,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,1aUdCxhin4mQevKWVLrtNN,282094,2017-09-17,60,0.45,0.648,10.0,-4.516,1.0,0.0308,0.132,2.37e-05,0.11,0.282,144.814,37272928.0
5V2AX2WTOHl2FKtftvisV6,Kahit Ayaw Mo Na,5HIZU0JzM0AgfItVOm4E08,This Band,4sChUazv5CQPX1V3VqVsqV,243015,2018-02-02,0,0.662,0.529,2.0,-8.539,1.0,0.0351,0.341,0.000208,0.105,0.424,127.584,37225681.0
2PkQeKapTNUjwpKLf8aJlq,Out of My League,0AvtzKTYleNqdJXoZasQWG,Stephen Speaks,1tMhhFaV9EuD5rQKG9nQJA,218800,2001-09-04,2,0.57,0.317,0.0,-10.055,1.0,0.0285,0.96,0.00659,0.0979,0.4,92.642,36425718.0
3VQb0rq27GPX92X53Ni1Lc,'Di Na Muli,09Xydf4dlkr29dH99DmsvQ,Janine Teñoso,1hwjIPHrnNBFuxWBWRHmge,207018,2018-04-06,0,0.413,0.561,1.0,-3.092,1.0,0.0517,0.192,0.0,0.0914,0.352,88.69,36005501.0
3R6Hl2e7hAyCfofRRToKAo,Malayo Ka Man,3r0NbTTxtCBUyxcIR4prXr,Jr Crown,4B3cUBkyz5jDoFzL1Lo7N2,254139,2020-03-11,58,0.87,0.597,1.0,-8.339,1.0,0.0613,0.18,0.0,0.0902,0.56,103.019,35995375.0
0Vmk6Ebk4QBq7r0VAz2a6s,Bakit Ba Ikaw,1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,2fI8PsKYLPMt9Gv4NVrtjk,245586,2016-08-19,58,0.668,0.48,10.0,-5.469,1.0,0.0284,0.549,0.0,0.112,0.277,119.903,35358334.0
01YEqVPCm0vqRLA9w43bic,Hanggang Kailan,1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,2fI8PsKYLPMt9Gv4NVrtjk,230453,2016-08-19,53,0.404,0.174,9.0,-10.192,1.0,0.0312,0.893,0.0,0.0977,0.324,87.636,35319070.0
0luyrm1L6gjtoLekHOf67t,Masyado Pang Maaga,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,75Y2NZzYQyYpxusG8e0ZeM,306204,2019-11-01,58,0.526,0.571,7.0,-7.091,1.0,0.0295,0.458,0.0,0.11,0.31,140.051,34454284.0
4ai7c2BUjNpElhZdZDH7qF,Dahil Sa'Yo,0XOSmu9Qn1agQULUVe0dAK,Inigo Pascual,7dT7OfZcmX7HjE8EBqehEF,211200,2016-10-21,52,0.764,0.894,0.0,-2.892,1.0,0.0327,0.227,0.0,0.0906,0.963,99.986,34117461.0
1oYQtNQUxSODedcc5hPmp9,Muli,3f0X043zSojego7Qn4Yi6U,Ace Banzuelo,3RKZKxaNLwRXw84ruc3f9F,290004,2020-10-16,78,0.482,0.881,11.0,-3.62,0.0,0.0533,0.0128,0.0,0.103,0.281,144.02,33730987.0
29xs643Q96uQLD8f7SxYYw,Sa'yo,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,4xxRoePLdITFIhrzUhmOaQ,253360,2013-06-11,1,0.567,0.0896,5.0,-12.944,1.0,0.0343,0.796,0.0,0.218,0.367,79.002,33311492.0
2mwd0LWLBgtQBEOLG96nbU,Bagay Tayo,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,6r5Q4HTHG4DGcZ7mrfgaRw,397033,2018-12-04,3,0.804,0.557,0.0,-8.658,1.0,0.163,0.322,0.0,0.106,0.645,100.053,32399821.0
0GHwNr0lqf8jpc9wesmnHo,Ex,4HOEnLufwAqJ2qoJPVnL01,Callalily,0qny2u4DXtiOu7ENsopaaA,279259,2018-04-13,55,0.499,0.381,7.0,-7.855,1.0,0.0373,0.586,0.0,0.086,0.57,157.332,31887732.0
4YMfE4r1JWADFw2Fn74XW2,Catriona,1SrWbIDP84JcSDr0oTBAQw,Matthaios,6epJqGK57I0W0PMN2kyTso,204512,2019-12-01,55,0.71,0.388,5.0,-12.106,1.0,0.0545,0.67,0.0,0.177,0.759,114.858,31446562.0
267RumTt5KeLBGl2KWxBL0,Dating Tayo,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,01f1BJjxsFyuX580Fk8Gjk,239480,2016-05-19,67,0.551,0.329,7.0,-10.731,1.0,0.0431,0.648,3.82e-05,0.0925,0.331,139.699,30806292.0
0G5qmu4TsdUH19zdcbI9Ui,Vibe With Me,1SrWbIDP84JcSDr0oTBAQw,Matthaios,5wc853BF5VXMkP8kQGUPT5,139180,2019-09-15,57,0.817,0.297,1.0,-13.695,1.0,0.0553,0.722,0.0,0.101,0.443,100.031,30534655.0
0xaKCWpX4CBSqwh7CQa4EG,PSG,2G7VQ1kVhVfNagytlousgm,Al James,4MqzfMoVBWnM2ZyAJipzPZ,180000,2022-01-13,69,0.789,0.426,2.0,-13.166,1.0,0.0824,0.207,0.0388,0.105,0.529,119.984,30425265.0
2BDrpeAnTxCurLt38yDSrE,Kagome,1dFRlDO2Z2gjAARxHlovAS,Lo ki,4CIT1BsHQams5FP5RUSydD,238285,2021-11-05,76,0.572,0.513,7.0,-6.481,0.0,0.0487,0.141,0.0,0.0891,0.207,105.006,30245005.0
2tR5liucorXRwduxr0qEx6,Binalewala - Original Version,6ZdzYE3CEgY0Umgi3Dsgv8,Michael Dutchi Libranda,1793zMKn7sOceKYWdN7yQX,268486,2019-10-07,57,0.501,0.57,10.0,-6.49,1.0,0.0337,0.569,0.0,0.0649,0.311,139.516,30180984.0
4nd9cEo5R4jGNcgPHDm7Ar,Marikit,6kyw9sh7ryjy1GQdPYH3Yd,Juan Caoile,5EXcm2Fs0WdsNr6bHe9i7u,263348,2020-05-21,6,0.806,0.593,11.0,-7.672,1.0,0.0745,0.574,0.0,0.0981,0.784,143.01,29916710.0
5MYPzdIWgx3pMLRGlq2fVq,Asan Ka Na Ba,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,0MK93ibEen72O8dosu3WXE,241132,2022-03-25,73,0.676,0.768,5.0,-5.695,0.0,0.0294,0.149,0.00147,0.345,0.493,105.999,28668911.0
46ixegtxjERQMCutmp09Sa,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")",1mcqfNCReSFxun2vIWvC28,KZ Tandingan,3aOj64v2njmsuCiIZmoN7X,280109,2017-07-14,0,0.37,0.434,6.0,-5.935,1.0,0.0311,0.774,1.58e-06,0.0993,0.201,139.839,28560533.0
7gZ3kWNtIxFgxjsm5OTVMB,214,1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,65GkUxR6lYlCiYP4mqyZl1,273200,2001,64,0.537,0.561,4.0,-6.961,0.0,0.0297,0.423,1.64e-06,0.134,0.242,78.13,28556760.0
4mzP5mHkRvGxdhdGdAH7EJ,Give Me Your Forever,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,7IW9irtFutjRET02MjOjdW,244800,2021-10-15,73,0.627,0.363,8.0,-8.127,1.0,0.0291,0.279,0.0,0.0928,0.301,99.905,28399303.0
6Fz2TpxUD0YvAPsuG8nDMJ,MAPA,3g7vYcdDXnqnDKYFwqXBJP,SB19,4Qhx57hNp0CUmUbO2igtAq,275420,2021-05-16,60,0.561,0.651,9.0,-4.862,1.0,0.0689,0.309,0.0,0.378,0.355,129.957,28325489.0
0knRQzgvbUed6K74mX81hG,Kabilang Buhay,4slXciON4jYY6mqE9LjSFx,Bandang Lapis,1bXVfDuQen1YkHWKudAi2c,325024,2020-03-20,5,0.389,0.352,1.0,-14.428,0.0,0.0301,0.251,5.4e-06,0.197,0.203,139.647,27649234.0
62aa4ZnQGgF8gXzzvWRJhG,BMW,0n4a5imdLBN24fIrBWoqrv,Because,7gdfCp5dpCCQMb5HUkXJwQ,168205,2020-11-11,11,0.758,0.39,1.0,-9.799,1.0,0.0485,0.567,0.0,0.099,0.238,117.048,27431828.0
3X9c4tBzSdGhlO4Fx3WYgW,Lifetime,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,277CpjwmcdLZsHwXpj9D8H,171527,2020-06-04,64,0.386,0.657,7.0,-5.125,1.0,0.0316,0.292,1.05e-05,0.393,0.401,179.998,27239658.0
1t7AA4xxqEseapeIJCiQ5l,When I Met You,4RA4PC3WHM9OHZLExirTcU,APO Hiking Society,25NWcQxX3c34YyHlsxed7H,259413,1982,66,0.547,0.431,10.0,-9.315,1.0,0.0507,0.835,0.000286,0.0905,0.379,71.911,26976686.0
152sJgmftB46Q6IsDTUDLN,Diwata (Miss Universe Philippines 2021),2P3aLwJ41aRYkyFFw2FRM7,Sam Concepcion,45ZolRka5exOabNpGPfbTo,210959,2021-10-01,69,0.886,0.612,11.0,-8.848,0.0,0.13,0.192,0.0,0.0687,0.706,106.971,26885966.0
2ZiNCGDMapQzMtnPRVOKZI,Di Makatulog,0jKQrxK2zHqxyOAyIMrUQt,SUD,5rTKoqwiq0QSU31UV3AYSf,329396,2017-06-30,53,0.505,0.393,7.0,-10.426,1.0,0.027,0.257,5.1e-05,0.101,0.262,145.818,26827937.0
